	Id	ParentId	Level	DepthInKind	BlockCode
0	1435254666	1435254666	0	1	
1	588616678	1435254666	1	1	BlockL1-1A0
2	135352227	588616678	2	2	BlockL2-1A0
3	257068234	135352227	3	1	1A00
4	416025325	135352227	3	1	1A01
5	2080365623	135352227	3	1	1A02
6	344162786	135352227	3	1	1A03
7	2099226249	344162786	4	2	1A03.0
8	408185629	344162786	4	2	1A03.1
9	1828273122	344162786	4	2	1A03.2
10	162723448	344162786	4	2	1A03.3
11	344162786	344162786	4	2	1A03.Y
12	344162786	344162786	4	2	1A03.Z
13	250688797	135352227	3	1	1A04
14	1000894786	135352227	3	1	1A05
15	794462570	135352227	3	1	1A06
16	1528414070	135352227	3	1	1A07
17	364534567	1528414070	4	2	1A07.0
18	1528414070	1528414070	4	2	1A07.Y
19	1528414070	1528414070	4	2	1A07.Z
20	1780040028	135352227	3	1	1A08
21	515117475	135352227	3	1	1A09
22	135352227	135352227	3	1	1A0Y
23	135352227	135352227	3	1	1A0Z
24	1834648119	588616678	2	2	BlockL2-1A1
25	1642556936	1834648119	3	1	1A10
26	78422942	1834648119	3	1	1A11
27	2033726602	78422942	4	2	1A11.0
28	1393712712	78422942	4	2	1A11.1
29	78422942	78422942	4	2	1A11.Z
30	1879176035	1834648119	3	1	1A12
31	1722068323	1834648119	3	1	1A13
32	1834648119	1834648119	3	1	1A1Y
33	1834648119	1834648119	3	1	1A1Z
34	30738976	588616678	2	2	BlockL2-1A2
35	749414717	30738976	3	1	1A20
36	1185210745	30738976	3	1	1A21
37	840750347	30738976	3	1	1A22
38	1465325727	30738976	3	1	1A23
39	1519125035	30738976	3	1	1A24
40	30738976	30738976	3	1	1A2Y
41	30738976	30738976	3	1	1A2Z
42	2092703582	588616678	2	2	BlockL2-1A3
43	2090337975	2092703582	3	1	1A30
44	433310499	2092703582	3	1	1A31
45	1837013982	2092703582	3	1	1A32
46	137713224	2092703582	3	1	1A33
47	1058992628	137713224	4	2	1A33.0
48	883510242	137713224	4	2	1A33.1
49	137713224	137713224	4	2	1A33.Y
50	137713224	137713224	4	2	1A33.Z
51	261748740	2092703582	3	1	1A34
52	1184241320	2092703582	3	1	1A35
53	435671752	2092703582	3	1	1A36
54	1727029934	435671752	4	2	1A36.0
55	1616956984	1727029934	5	3	1A36.00
56	349019849	1727029934	5	3	1A36.01
57	1727029934	1727029934	5	3	1A36.0Z
58	1777228366	435671752	4	2	1A36.1
59	1730350429	1777228366	5	3	1A36.10
60	40419529	1777228366	5	3	1A36.11
61	328097188	1777228366	5	3	1A36.12
62	1777228366	1777228366	5	3	1A36.1Y
63	435671752	435671752	4	2	1A36.Z
64	2092703582	2092703582	3	1	1A3Y
65	2092703582	2092703582	3	1	1A3Z
66	1688127370	588616678	2	1	1A40
67	1160271562	1688127370	3	2	1A40.0
68	1688127370	1688127370	3	2	1A40.Z
69	1904876434	1688127370	1	1	BlockL1-1A6
70	455894495	1904876434	2	2	BlockL2-1A6
71	587996426	455894495	3	1	1A60
72	395565060	587996426	4	2	1A60.0
73	1926763926	587996426	4	2	1A60.1
74	1665042685	587996426	4	2	1A60.2
75	282073961	587996426	4	2	1A60.3
76	2132718683	587996426	4	2	1A60.4
77	20350466	587996426	4	2	1A60.5
78	587996426	587996426	4	2	1A60.Z
79	1179111584	455894495	3	1	1A61
80	191565955	1179111584	4	2	1A61.0
81	1847647511	1179111584	4	2	1A61.1
82	445484522	1179111584	4	2	1A61.2
83	2143699068	1179111584	4	2	1A61.3
84	204002280	1179111584	4	2	1A61.4
85	1768103550	1179111584	4	2	1A61.5
86	1179111584	1179111584	4	2	1A61.Y
87	1179111584	1179111584	4	2	1A61.Z
88	854229089	455894495	3	1	1A62
89	2118246468	854229089	4	2	1A62.0
90	453651926	2118246468	5	3	1A62.00
91	1873247529	2118246468	5	3	1A62.01
92	2118246468	2118246468	5	3	1A62.0Z
93	183283901	854229089	4	2	1A62.1
94	1883423833	854229089	4	2	1A62.2
95	551528014	1883423833	5	3	1A62.20
96	2063826056	1883423833	5	3	1A62.21
97	1934471301	1883423833	5	3	1A62.22
98	1883423833	1883423833	5	3	1A62.2Y
99	1883423833	1883423833	5	3	1A62.2Z
100	854229089	854229089	4	2	1A62.Y
101	854229089	854229089	4	2	1A62.Z
102	370440252	455894495	3	1	1A63
103	455894495	455894495	3	1	1A6Z
104	609214049	1904876434	2	2	BlockL2-1A7
105	1977691885	609214049	3	1	1A70
106	762120574	1977691885	4	2	1A70.0
107	1112016389	762120574	5	3	1A70.00
108	762120574	762120574	5	3	1A70.0Y
109	762120574	762120574	5	3	1A70.0Z
110	1210500328	1977691885	4	2	1A70.1
111	1977691885	1977691885	4	2	1A70.Y
112	1977691885	1977691885	4	2	1A70.Z
113	1015780375	609214049	3	1	1A71
114	840155638	609214049	3	1	1A72
115	707709463	840155638	4	2	1A72.0
116	359736861	840155638	4	2	1A72.1
117	1002985340	840155638	4	2	1A72.2
118	1332021123	840155638	4	2	1A72.3
119	1505778051	840155638	4	2	1A72.4
120	840155638	840155638	4	2	1A72.Y
121	2046292009	609214049	3	1	1A73
122	609214049	609214049	3	1	1A7Z
123	251474152	1904876434	2	2	BlockL2-1A8
124	1090786293	251474152	3	1	1A80
125	900285196	251474152	3	1	1A81
126	806511043	900285196	4	2	1A81.0
127	1431940183	900285196	4	2	1A81.1
128	900285196	900285196	4	2	1A81.Y
129	900285196	900285196	4	2	1A81.Z
130	251474152	251474152	3	1	1A8Y
131	251474152	251474152	3	1	1A8Z
132	1357024926	1904876434	2	1	1A90
133	764124124	1904876434	2	1	1A91
134	1220564554	1904876434	2	1	1A92
135	1372745524	1904876434	2	1	1A93
136	616315615	1904876434	2	1	1A94
137	666746193	616315615	3	2	1A94.0
138	1123446981	616315615	3	2	1A94.1
139	616315615	616315615	3	2	1A94.Z
140	641342831	1904876434	2	1	1A95
141	1987223744	641342831	3	2	1A95.0
142	144526718	641342831	3	2	1A95.1
143	158514824	641342831	3	2	1A95.2
144	1904876434	1904876434	2	1	1A9Y
145	1904876434	1904876434	2	1	1A9Z
146	979278646	1435254666	1	1	BlockL1-1B1
147	2072728114	979278646	2	2	BlockL2-1B1
148	882244568	2072728114	3	1	1B10
149	983550510	882244568	4	2	1B10.0
150	1311939281	882244568	4	2	1B10.1
151	882244568	882244568	4	2	1B10.Z
152	729372485	2072728114	3	1	1B11
153	1820468614	729372485	4	2	1B11.0
154	539334538	729372485	4	2	1B11.1
155	164227092	729372485	4	2	1B11.2
156	1199221405	729372485	4	2	1B11.3
157	950300946	729372485	4	2	1B11.4
158	729372485	729372485	4	2	1B11.Y
159	729372485	729372485	4	2	1B11.Z
160	746680558	2072728114	3	1	1B12
161	271545608	746680558	4	2	1B12.0
162	1074723013	746680558	4	2	1B12.1
163	883140666	746680558	4	2	1B12.2
164	1831890690	883140666	5	3	1B12.20
165	949641693	883140666	5	3	1B12.21
166	883140666	883140666	5	3	1B12.2Y
167	883140666	883140666	5	3	1B12.2Z
168	807058764	746680558	4	2	1B12.3
169	1459473353	746680558	4	2	1B12.4
170	570881596	1459473353	5	3	1B12.40
171	1828714202	1459473353	5	3	1B12.41
172	1459473353	1459473353	5	3	1B12.4Y
173	1459473353	1459473353	5	3	1B12.4Z
174	1196243886	746680558	4	2	1B12.5
175	870345553	746680558	4	2	1B12.6
176	1873777499	746680558	4	2	1B12.7
177	625292625	746680558	4	2	1B12.8
178	746680558	746680558	4	2	1B12.Y
179	861638547	2072728114	3	1	1B13
180	1056849595	861638547	4	2	1B13.0
181	1538650927	861638547	4	2	1B13.1
182	861638547	861638547	4	2	1B13.Y
183	861638547	861638547	4	2	1B13.Z
184	454434138	2072728114	3	1	1B14
185	2072728114	2072728114	3	1	1B1Y
186	2072728114	2072728114	3	1	1B1Z
187	149072669	979278646	2	1	1B20
188	1800264981	149072669	3	2	1B20.0
189	1123804548	149072669	3	2	1B20.1
190	1295356165	149072669	3	2	1B20.2
191	1185467033	1295356165	4	3	1B20.20
192	1886317801	1295356165	4	3	1B20.21
193	1324017222	149072669	3	2	1B20.3
194	149072669	149072669	3	2	1B20.Z
195	1839818377	979278646	2	1	1B21
196	1798822437	1839818377	3	2	1B21.0
197	882647079	1839818377	3	2	1B21.1
198	1723965278	1839818377	3	2	1B21.2
199	1974989140	1723965278	4	3	1B21.20
200	1723965278	1723965278	4	3	1B21.2Y
201	1723965278	1723965278	4	3	1B21.2Z
202	625446129	1839818377	3	2	1B21.3
203	1642291965	1839818377	3	2	1B21.4
204	1839818377	1839818377	3	2	1B21.Y
205	1839818377	1839818377	3	2	1B21.Z
206	979278646	979278646	2	1	1B2Y
207	979278646	979278646	2	1	1B2Z
208	1539889147	1435254666	1	1	BlockL1-1B4
209	871612151	1539889147	2	2	BlockL2-1B4
210	2058300982	871612151	3	1	1B40
211	1097470385	2058300982	4	2	1B40.0
212	2058300982	2058300982	4	2	1B40.Y
213	2058300982	2058300982	4	2	1B40.Z
214	535094176	871612151	3	1	1B41
215	869759708	535094176	4	2	1B41.0
216	1453111118	535094176	4	2	1B41.1
217	1384553803	1453111118	5	3	1B41.10
218	1453111118	1453111118	5	3	1B41.1Y
219	1453111118	1453111118	5	3	1B41.1Z
220	573695921	535094176	4	2	1B41.2
221	535094176	535094176	4	2	1B41.Y
222	535094176	535094176	4	2	1B41.Z
223	1799992159	871612151	3	1	1B42
224	107294155	1539889147	2	1	1B50
225	1642172022	1539889147	2	1	1B51
226	114886962	1539889147	2	1	1B52
227	197163558	114886962	3	2	1B52.0
228	788554020	114886962	3	2	1B52.1
229	705971711	1539889147	2	1	1B53
230	1331660907	1539889147	2	1	1B54
231	1539889147	1539889147	2	1	1B5Y
232	1539889147	1539889147	2	1	1B5Z
233	1412960686	1435254666	1	1	BlockL1-1B7
234	2144774073	1412960686	2	1	1B70
235	1651247891	2144774073	3	2	1B70.0
236	896866865	1651247891	4	3	1B70.00
237	348525836	1651247891	4	3	1B70.01
238	1200236878	1651247891	4	3	1B70.02
239	1651247891	1651247891	4	3	1B70.0Y
240	284578658	2144774073	3	2	1B70.1
241	2033345174	2144774073	3	2	1B70.2
242	845065622	2144774073	3	2	1B70.3
243	2144774073	2144774073	3	2	1B70.Y
244	2144774073	2144774073	3	2	1B70.Z
245	522973276	1412960686	2	1	1B71
246	270373865	522973276	3	2	1B71.0
247	270802913	522973276	3	2	1B71.1
248	1681155693	522973276	3	2	1B71.2
249	522973276	522973276	3	2	1B71.Y
250	522973276	522973276	3	2	1B71.Z
251	971176543	1412960686	2	1	1B72
252	1398484288	971176543	3	2	1B72.0
253	25824900	971176543	3	2	1B72.1
254	2034126013	971176543	3	2	1B72.2
255	971176543	971176543	3	2	1B72.Y
256	971176543	971176543	3	2	1B72.Z
257	337308923	1412960686	2	1	1B73
258	229362936	337308923	3	2	1B73.0
259	1677671323	337308923	3	2	1B73.1
260	1634854510	337308923	3	2	1B73.2
261	337308923	337308923	3	2	1B73.Y
262	337308923	337308923	3	2	1B73.Z
263	1622653958	1412960686	2	1	1B74
264	1929235891	1622653958	3	2	1B74.0
265	1622653958	1622653958	3	2	1B74.Y
266	1622653958	1622653958	3	2	1B74.Z
267	46117627	1412960686	2	1	1B75
268	1081137172	46117627	3	2	1B75.0
269	1456834066	46117627	3	2	1B75.1
270	1194531705	46117627	3	2	1B75.2
271	1324834502	46117627	3	2	1B75.3
272	25801498	46117627	3	2	1B75.4
273	1412960686	1412960686	2	1	1B7Y
274	1935092859	1435254666	1	1	BlockL1-1B9
275	1026551291	1935092859	2	1	1B90
276	1104357482	1026551291	3	2	1B90.0
277	614000128	1026551291	3	2	1B90.1
278	751399056	1935092859	2	1	1B91
279	1563156715	1935092859	2	1	1B92
280	1596449540	1935092859	2	1	1B93
281	1742025109	1596449540	3	2	1B93.0
282	43973633	1596449540	3	2	1B93.1
283	1983098110	1596449540	3	2	1B93.2
284	326656364	1596449540	3	2	1B93.3
285	1596449540	1596449540	3	2	1B93.Y
286	1596449540	1596449540	3	2	1B93.Z
287	980168338	1935092859	2	1	1B94
288	2066610452	980168338	3	2	1B94.0
289	980168338	980168338	3	2	1B94.Y
290	980168338	980168338	3	2	1B94.Z
291	730510331	1935092859	2	1	1B95
292	1233304838	1935092859	2	1	1B96
293	1321303663	1935092859	2	1	1B97
294	2003001085	1935092859	2	1	1B98
295	304649065	1935092859	2	1	1B99
296	63835650	1935092859	2	1	1B9A
297	1935092859	1935092859	2	1	1B9Z
298	487269828	1435254666	1	1	BlockL1-1C1
299	1697630330	487269828	2	1	1C10
300	452367246	1697630330	3	2	1C10.0
301	2143116824	1697630330	3	2	1C10.1
302	185601767	1697630330	3	2	1C10.2
303	413315344	1697630330	3	2	1C10.3
304	1697630330	1697630330	3	2	1C10.Y
305	1697630330	1697630330	3	2	1C10.Z
306	1938462328	487269828	2	1	1C11
307	1917297026	1938462328	3	2	1C11.0
308	1031219789	1917297026	4	3	1C11.00
309	1480386521	1917297026	4	3	1C11.01
310	1587737629	1938462328	3	2	1C11.1
311	1938462328	1938462328	3	2	1C11.Y
312	2064398473	487269828	2	1	1C12
313	1287021540	2064398473	3	2	1C12.0
314	704491122	2064398473	3	2	1C12.1
315	2064398473	2064398473	3	2	1C12.Y
316	2064398473	2064398473	3	2	1C12.Z
317	1793762788	487269828	2	1	1C13
318	262236278	487269828	2	1	1C14
319	2085616610	487269828	2	1	1C15
320	1920227791	487269828	2	1	1C16
321	508032285	487269828	2	1	1C17
322	1347332965	508032285	3	2	1C17.0
323	1736804001	1347332965	4	3	1C17.00
324	1347332965	1347332965	4	3	1C17.0Y
325	1347332965	1347332965	4	3	1C17.0Z
326	889546481	508032285	3	2	1C17.1
327	1101542926	508032285	3	2	1C17.2
328	618920860	508032285	3	2	1C17.3
329	508032285	508032285	3	2	1C17.Y
330	508032285	508032285	3	2	1C17.Z
331	1966578342	487269828	2	1	1C18
332	390042715	487269828	2	1	1C19
333	1670562980	390042715	3	2	1C19.0
334	419706488	487269828	2	1	1C1A
335	1789950491	419706488	3	2	1C1A.0
336	268154767	419706488	3	2	1C1A.1
337	419706488	419706488	3	2	1C1A.Y
338	419706488	419706488	3	2	1C1A.Z
339	6555116	487269828	2	1	1C1B
340	101604109	6555116	3	2	1C1B.0
341	1665504921	6555116	3	2	1C1B.1
342	6555116	6555116	3	2	1C1B.Y
343	6555116	6555116	3	2	1C1B.Z
344	1664016479	487269828	2	1	1C1C
345	516585689	1664016479	3	2	1C1C.0
346	2072098125	1664016479	3	2	1C1C.1
347	832233624	1664016479	3	2	1C1C.2
348	254600628	832233624	4	3	1C1C.20
349	832233624	832233624	4	3	1C1C.2Y
350	832233624	832233624	4	3	1C1C.2Z
351	1664016479	1664016479	3	2	1C1C.Y
352	1664016479	1664016479	3	2	1C1C.Z
353	840525023	487269828	2	1	1C1D
354	3933330	840525023	3	2	1C1D.0
355	944473231	840525023	3	2	1C1D.1
356	406586413	840525023	3	2	1C1D.2
357	247169608	840525023	3	2	1C1D.3
358	1465035083	487269828	2	1	1C1E
359	482659345	1465035083	3	2	1C1E.0
360	2039415173	1465035083	3	2	1C1E.1
361	220352892	1465035083	3	2	1C1E.2
362	1751751918	1465035083	3	2	1C1E.3
363	1186214944	487269828	2	1	1C1F
364	1600014919	487269828	2	1	1C1G
365	217939807	1600014919	3	2	1C1G.0
366	120524401	1600014919	3	2	1C1G.1
367	1614775629	120524401	4	3	1C1G.10
368	2085372866	120524401	4	3	1C1G.11
369	59307016	120524401	4	3	1C1G.12
370	1772714648	120524401	4	3	1C1G.13
371	242606511	120524401	4	3	1C1G.14
372	120524401	120524401	4	3	1C1G.1Y
373	120524401	120524401	4	3	1C1G.1Z
374	1600014919	1600014919	3	2	1C1G.Y
375	1320736556	487269828	2	1	1C1H
376	737352378	1320736556	3	2	1C1H.0
377	1320736556	1320736556	3	2	1C1H.Y
378	1320736556	1320736556	3	2	1C1H.Z
379	965498095	487269828	2	1	1C1J
380	923521593	965498095	3	2	1C1J.0
381	1379934125	965498095	3	2	1C1J.1
382	1127435854	487269828	2	2	BlockL2-1C2
383	223956768	1127435854	3	1	1C20
384	1132542967	1127435854	3	1	1C21
385	1937339080	1127435854	3	1	1C22
386	372424530	1127435854	3	1	1C23
387	727668449	372424530	4	2	1C23.0
388	1309973365	372424530	4	2	1C23.1
389	372424530	372424530	4	2	1C23.Y
390	372424530	372424530	4	2	1C23.Z
391	1127435854	1127435854	3	1	1C2Y
392	1127435854	1127435854	3	1	1C2Z
393	1981846	487269828	2	2	BlockL2-1C3
394	292650041	1981846	3	1	1C30
395	295798687	292650041	4	2	1C30.0
396	1961511435	292650041	4	2	1C30.1
397	4659958	292650041	4	2	1C30.2
398	1695340384	292650041	4	2	1C30.3
399	292650041	292650041	4	2	1C30.Y
400	292650041	292650041	4	2	1C30.Z
401	9953620	1981846	3	1	1C31
402	215936800	9953620	4	2	1C31.0
403	1771381430	9953620	4	2	1C31.1
404	490238539	9953620	4	2	1C31.2
405	2020851679	9953620	4	2	1C31.3
406	9953620	9953620	4	2	1C31.Y
407	9953620	9953620	4	2	1C31.Z
408	1005140361	1981846	3	1	1C32
409	2113860626	1981846	3	1	1C33
410	1981846	1981846	3	1	1C3Y
411	1981846	1981846	3	1	1C3Z
412	1012026026	487269828	2	1	1C40
413	520429137	487269828	2	1	1C41
414	2129350166	487269828	2	1	1C42
415	168432503	487269828	2	1	1C43
416	698540116	487269828	2	1	1C44
417	487269828	487269828	2	1	1C4Y
418	487269828	487269828	2	1	1C4Z
419	1000704511	1435254666	1	1	BlockL1-1C6
420	236924369	1000704511	2	1	1C60
421	215309692	236924369	3	2	1C60.0
422	1386132895	236924369	3	2	1C60.1
423	865305628	236924369	3	2	1C60.2
424	1280139157	236924369	3	2	1C60.3
425	802739943	1280139157	4	3	1C60.30
426	1280139157	1280139157	4	3	1C60.3Y
427	1280139157	1280139157	4	3	1C60.3Z
428	236924369	236924369	3	2	1C60.Z
429	771273482	1000704511	2	1	1C61
430	1552401955	771273482	3	2	1C61.0
431	1702650002	771273482	3	2	1C61.1
432	993495155	771273482	3	2	1C61.2
433	97626683	771273482	3	2	1C61.3
434	1848415584	97626683	4	3	1C61.30
435	97626683	97626683	4	3	1C61.3Y
436	97626683	97626683	4	3	1C61.3Z
437	771273482	771273482	3	2	1C61.Z
438	1508081745	1000704511	2	1	1C62
439	574153866	1508081745	3	2	1C62.0
440	1575370503	1508081745	3	2	1C62.1
441	1294771889	1508081745	3	2	1C62.2
442	1858812010	1508081745	3	2	1C62.3
443	1508081745	1508081745	3	2	1C62.Z
444	1104303944	1508081745	1	1	BlockL1-1C8
445	956664712	1104303944	2	1	1C80
446	588527933	1104303944	2	1	1C81
447	854762584	1104303944	2	1	1C82
448	1543765035	1104303944	2	1	1C83
449	682536148	1104303944	2	1	1C84
450	961032639	1104303944	2	1	1C85
451	1306878274	1104303944	2	1	1C86
452	804089791	1104303944	2	1	1C87
453	1040970454	1104303944	2	1	1C88
454	36782335	1104303944	2	1	1C89
455	1736084843	1104303944	2	1	1C8A
456	1530937152	1104303944	2	1	1C8B
457	608978790	1104303944	2	1	1C8C
458	1501615629	1104303944	2	1	1C8D
459	1358604969	1104303944	2	1	1C8E
460	1727868245	1358604969	3	2	1C8E.2
461	62316737	1358604969	3	2	1C8E.1
462	1358604969	1358604969	3	2	1C8E.Y
463	1358604969	1358604969	3	2	1C8E.Z
464	307264938	1104303944	2	1	1C8F
465	1104303944	1104303944	2	1	1C8Y
466	1104303944	1104303944	2	1	1C8Z
467	1585949804	1435254666	1	1	BlockL1-1D0
468	62637936	1585949804	2	1	1D00
469	1656157931	62637936	3	2	1D00.0
470	2048186698	62637936	3	2	1D00.1
471	1269730048	62637936	3	2	1D00.2
472	62637936	62637936	3	2	1D00.Y
473	62637936	62637936	3	2	1D00.Z
474	121670633	1585949804	2	1	1D01
475	684930313	121670633	3	2	1D01.0
476	1005770900	684930313	4	3	1D01.00
477	684930313	684930313	4	3	1D01.0Y
478	684930313	684930313	4	3	1D01.0Z
479	1137081791	121670633	3	2	1D01.1
480	738912364	1137081791	4	3	1D01.10
481	1137081791	1137081791	4	3	1D01.1Y
482	1137081791	1137081791	4	3	1D01.1Z
483	181304776	121670633	3	2	1D01.2
484	731112897	121670633	3	2	1D01.3
485	121670633	121670633	3	2	1D01.Y
486	121670633	121670633	3	2	1D01.Z
487	392898612	1585949804	2	1	1D02
488	373833091	392898612	3	2	1D02.0
489	1054675109	392898612	3	2	1D02.1
490	431392958	392898612	3	2	1D02.2
491	342012360	392898612	3	2	1D02.3
492	392898612	392898612	3	2	1D02.Y
493	392898612	392898612	3	2	1D02.Z
494	1483190070	1585949804	2	1	1D03
495	443087096	1483190070	3	2	1D03.0
496	613341872	1483190070	3	2	1D03.1
497	1147230459	1483190070	3	2	1D03.2
498	1128677700	1483190070	3	2	1D03.3
499	1360075821	1128677700	4	3	1D03.30
500	838770280	1128677700	4	3	1D03.31
501	777604655	1128677700	4	3	1D03.32
502	714215906	1128677700	4	3	1D03.33
503	1128677700	1128677700	4	3	1D03.3Y
504	1128677700	1128677700	4	3	1D03.3Z
505	1299705786	1483190070	3	2	1D03.4
506	486617244	1483190070	3	2	1D03.5
507	1483190070	1483190070	3	2	1D03.Y
508	1483190070	1483190070	3	2	1D03.Z
509	2108355318	1585949804	2	1	1D04
510	1726978545	2108355318	3	2	1D04.0
511	629126866	2108355318	3	2	1D04.1
512	132294774	629126866	4	3	1D04.10
513	629126866	629126866	4	3	1D04.1Y
514	629126866	629126866	4	3	1D04.1Z
515	2017227771	2108355318	3	2	1D04.2
516	1761012301	2108355318	3	2	1D04.3
517	1543721163	2108355318	3	2	1D04.4
518	923328437	2108355318	3	2	1D04.5
519	2108355318	2108355318	3	2	1D04.Y
520	2108355318	2108355318	3	2	1D04.Z
521	634116368	1585949804	2	1	1D05
522	35402215	634116368	3	2	1D05.0
523	1388337190	634116368	3	2	1D05.1
524	634116368	634116368	3	2	1D05.Y
525	634116368	634116368	3	2	1D05.Z
526	1585949804	1585949804	2	1	1D0Y
527	1585949804	1585949804	2	1	1D0Z
528	1959883044	1435254666	1	1	BlockL1-1D2
529	685093552	1959883044	2	1	1D20
530	1302232870	1959883044	2	1	1D21
531	56575149	1959883044	2	1	1D22
532	1959883044	1959883044	2	1	1D2Z
533	921595235	1435254666	1	1	BlockL1-1D4
534	900389391	921595235	2	1	1D40
535	951357413	921595235	2	1	1D41
536	1356928923	921595235	2	1	1D42
537	693244560	921595235	2	1	1D43
538	854137188	921595235	2	1	1D44
539	1276763930	921595235	2	1	1D45
540	1091013360	921595235	2	1	1D46
541	383352795	921595235	2	1	1D47
542	1401438580	921595235	2	1	1D48
543	1562906700	921595235	2	1	1D49
544	946068954	921595235	2	1	1D4A
545	1288604967	921595235	2	1	1D4B
546	1105069515	921595235	2	1	1D4C
547	1085418398	921595235	2	1	1D4D
548	282121084	921595235	2	1	1D4E
549	921595235	921595235	2	1	1D4Y
550	921595235	921595235	2	1	1D4Z
551	1251496839	1435254666	1	1	BlockL1-1D6
552	694903163	1251496839	2	1	1D60
553	1517015847	694903163	3	2	1D60.0
554	1313688701	1517015847	4	3	1D60.00
555	792755706	1517015847	4	3	1D60.01
556	1352574583	1517015847	4	3	1D60.02
557	1950399694	1517015847	4	3	1D60.03
558	1517015847	1517015847	4	3	1D60.0Y
559	1517015847	1517015847	4	3	1D60.0Z
560	696598707	694903163	3	2	1D60.1
561	510498140	696598707	4	3	1D60.10
562	198979491	696598707	4	3	1D60.11
563	696598707	696598707	4	3	1D60.1Y
564	696598707	696598707	4	3	1D60.1Z
565	694903163	694903163	3	2	1D60.Y
566	694903163	694903163	3	2	1D60.Z
567	1652368287	1251496839	2	1	1D61
568	257166193	1652368287	3	2	1D61.0
569	1780467429	1652368287	3	2	1D61.1
570	515020316	1652368287	3	2	1D61.2
571	356743940	1652368287	3	2	1D61.3
572	1652368287	1652368287	3	2	1D61.Y
573	1652368287	1652368287	3	2	1D61.Z
574	271833991	1251496839	2	1	1D62
575	1059069619	271833991	3	2	1D62.0
576	582624609	271833991	3	2	1D62.1
577	1879060110	271833991	3	2	1D62.2
578	271833991	271833991	3	2	1D62.Y
579	271833991	271833991	3	2	1D62.Z
580	1020283662	1251496839	2	1	1D63
581	1840423014	1251496839	2	1	1D64
582	652944603	1251496839	2	1	1D65
583	1251496839	1251496839	2	1	1D6Y
584	1251496839	1251496839	2	1	1D6Z
585	1136802325	1435254666	1	1	BlockL1-1D8
586	1208294714	1136802325	2	1	1D80
587	2082214683	1208294714	3	2	1D80.0
588	333831364	1208294714	3	2	1D80.1
589	1991119186	1208294714	3	2	1D80.2
590	33767855	1208294714	3	2	1D80.3
591	1732807739	1208294714	3	2	1D80.4
592	1208294714	1208294714	3	2	1D80.Y
593	760139952	1136802325	2	1	1D81
594	109125699	760139952	3	2	1D81.0
595	1784076753	760139952	3	2	1D81.1
596	760139952	760139952	3	2	1D81.Y
597	760139952	760139952	3	2	1D81.Z
598	1017662917	1136802325	2	1	1D82
599	1999221102	1017662917	3	2	1D82.0
600	59040145	1017662917	3	2	1D82.1
601	1017662917	1017662917	3	2	1D82.Y
602	1017662917	1017662917	3	2	1D82.Z
603	637134348	1136802325	2	1	1D83
604	157616931	1136802325	2	1	1D84
605	1094028194	157616931	3	2	1D84.0
606	1356011211	157616931	3	2	1D84.1
607	157616931	157616931	3	2	1D84.Y
608	157616931	157616931	3	2	1D84.Z
609	874478433	1136802325	2	1	1D85
610	1485671112	874478433	3	2	1D85.0
611	51885381	874478433	3	2	1D85.1
612	326802563	874478433	3	2	1D85.2
613	233520745	874478433	3	2	1D85.3
614	856497185	874478433	3	2	1D85.4
615	874478433	874478433	3	2	1D85.Y
616	874478433	874478433	3	2	1D85.Z
617	555874229	1136802325	2	1	1D86
618	237422666	1136802325	2	2	BlockL2-1D9
619	511743818	237422666	3	1	1D90
620	2076924640	237422666	3	1	1D91
621	258345505	237422666	3	1	1D92
622	1781385141	237422666	3	1	1D93
623	237422666	237422666	3	1	1D9Y
624	237422666	237422666	3	1	1D9Z
625	1136802325	1136802325	2	1	1E1Y
626	1136802325	1136802325	2	1	1E1Z
627	145723401	1435254666	1	1	BlockL1-1E3
628	753780243	145723401	2	1	1E+030
629	283428170	145723401	2	1	1E+031
630	1235618695	145723401	2	1	1E+032
631	985510409	1435254666	1	1	BlockL1-1E5
632	1154736543	985510409	2	1	1E+050
633	991455762	1154736543	3	2	1E50.0
634	1337277167	1154736543	3	2	1E50.1
635	1517862018	1154736543	3	2	1E50.2
636	1060335896	1154736543	3	2	1E50.3
637	785771645	1154736543	3	2	1E50.4
638	1154736543	1154736543	3	2	1E50.Y
639	1154736543	1154736543	3	2	1E50.Z
640	1469571641	985510409	2	1	1E+051
641	352087872	1469571641	3	2	1E51.0
642	1994012056	352087872	4	3	1E51.00
643	352087872	352087872	4	3	1E51.0Y
644	352087872	352087872	4	3	1E51.0Z
645	1615937473	1469571641	3	2	1E51.1
646	1011250453	1469571641	3	2	1E51.2
647	1465996172	1469571641	3	2	1E51.3
648	1469571641	1469571641	3	2	1E51.Y
649	1469571641	1469571641	3	2	1E51.Z
650	985510409	985510409	2	1	1E5Z
651	1646490591	1435254666	1	1	BlockL1-1E7
652	2080431678	1646490591	2	2	BlockL2-1E7
653	2054716425	2080431678	3	1	1E+070
654	160886685	2080431678	3	1	1E+071
655	1205745537	2080431678	3	1	1E+072
656	1275065853	2080431678	3	1	1E+073
657	444002285	2080431678	3	1	1E+074
658	111540068	2080431678	3	1	1E+075
659	82201615	2080431678	3	1	1E+076
660	2080431678	2080431678	3	1	1E7Y
661	2080431678	2080431678	3	1	1E7Z
662	772982663	1646490591	2	2	BlockL2-1E8
663	1074706780	772982663	3	1	1E+080
